room_type,lead_time,length_of_stay,num_guests,is_weekend,season,previous_cancellations,special_requests,price,is_cancelled
Suite,111,10,3,1,high,0,4,114596.0,1
Single,95,2,2,1,low,0,3,2869.0,0
Double,30,7,3,1,mid,0,2,23062.0,0
Double,25,13,4,1,mid,3,4,42018.0,1
Double,107,5,2,1,low,0,2,12915.0,1
Suite,59,14,2,0,mid,0,5,87563.0,0
Single,11,1,4,0,low,1,5,1736.0,0
Double,99,5,4,0,low,0,2,12744.0,1
Single,78,5,4,1,mid,0,4,9681.0,0
Single,3,9,4,0,low,1,4,12238.0,0
Suite,94,3,3,0,high,1,5,33320.0,1
Suite,73,4,4,0,low,4,2,29639.0,1
Single,74,10,4,1,low,3,2,16162.0,1
Deluxe,104,4,1,1,high,0,1,24652.0,1
Single,59,13,3,1,mid,1,3,23656.0,1
Single,55,13,1,0,mid,0,3,17280.0,1
Double,74,5,3,0,mid,2,2,13432.0,0
Single,23,8,2,1,high,0,1,19611.0,0
Double,18,5,2,0,low,0,2,11477.0,0
Suite,102,5,4,1,low,0,3,41883.0,0
Deluxe,26,10,3,1,high,0,0,62820.0,0
Deluxe,61,5,3,0,low,0,3,17671.0,0
Double,32,3,4,1,mid,2,5,10521.0,1
Single,27,4,1,0,mid,0,1,6091.0,0
Single,72,14,3,0,mid,2,2,22296.0,0
Double,97,4,1,1,high,0,0,15499.0,0
Single,53,6,1,1,high,0,3,12975.0,0
Suite,16,9,1,0,low,0,2,47285.0,0
Suite,29,2,3,1,mid,0,5,18474.0,0
Suite,19,4,3,1,mid,0,5,36218.0,0
Deluxe,106,3,4,0,low,0,4,13081.0,1
Deluxe,38,13,2,1,high,0,1,74885.0,0
Deluxe,45,14,4,1,mid,2,1,68097.0,1
Double,8,11,2,0,low,0,2,25055.0,1
Deluxe,53,4,1,0,high,1,3,22577.0,1
Suite,110,9,1,1,high,1,0,86011.0,0
Suite,49,10,1,0,low,0,2,58121.0,0
Deluxe,78,13,2,1,high,2,0,72422.0,0
Single,22,3,2,1,low,1,1,4555.0,0
Deluxe,17,11,4,1,low,1,2,47231.0,0
Double,88,3,1,0,low,2,0,6223.0,1
Deluxe,7,8,2,0,high,0,1,44735.0,0
Deluxe,54,13,4,1,low,5,3,55761.0,1
Suite,38,1,1,0,low,0,5,6133.0,0
Double,1,3,2,1,mid,0,4,9840.0,0
Suite,64,12,1,1,mid,1,1,87583.0,1
Suite,116,1,3,1,low,0,5,7969.0,0
Double,8,10,4,1,low,1,2,25661.0,1
Double,98,8,1,0,high,0,2,25716.0,1
Deluxe,65,5,2,0,mid,0,5,20836.0,0
Suite,87,13,2,0,high,2,2,112589.0,1
Deluxe,11,12,4,1,low,0,4,50681.0,0
Suite,105,5,4,1,mid,0,0,46955.0,1
Double,1,1,1,1,high,1,1,4217.0,0
Deluxe,109,2,2,1,low,1,5,9096.0,0
Double,79,2,4,0,low,2,1,5763.0,1
Suite,40,14,1,1,low,0,5,71982.0,0
Double,0,9,4,0,low,2,2,24585.0,1
Deluxe,73,10,1,0,low,1,5,32417.0,1
Single,10,4,3,0,high,2,2,9016.0,0
Suite,73,12,4,0,mid,0,2,97004.0,0
Double,93,11,3,1,mid,0,2,35747.0,1
Double,32,11,4,0,low,0,1,24297.0,0
Deluxe,28,7,3,0,mid,0,5,30735.0,0
Double,26,10,1,1,mid,0,3,28722.0,0
Suite,27,8,3,1,high,0,3,87986.0,0
Deluxe,13,6,3,0,mid,1,2,26296.0,0
Deluxe,30,9,2,0,high,0,4,47206.0,0
Single,79,5,1,1,low,0,2,7408.0,0
Single,36,14,3,1,mid,0,1,25824.0,0
Double,94,11,3,0,high,2,0,39073.0,1
Suite,99,11,4,0,mid,0,5,86070.0,0
Suite,92,11,1,0,mid,0,0,63343.0,1
Deluxe,65,7,3,0,high,3,5,44150.0,0
Deluxe,38,14,4,1,high,1,2,92135.0,1
Double,112,3,4,0,low,0,0,7692.0,1
Single,24,8,4,1,low,1,5,14184.0,0
Single,56,1,1,0,mid,4,4,1515.0,1
Double,54,5,1,1,high,0,4,19565.0,0
Double,90,9,3,1,mid,1,3,28447.0,1
Single,66,7,2,0,low,0,4,9153.0,0
Double,96,14,1,1,mid,2,0,35561.0,1
Single,111,9,1,1,low,1,1,11459.0,1
Deluxe,47,6,1,1,low,3,3,22121.0,0
Suite,105,6,2,0,low,1,4,38614.0,0
Deluxe,20,9,3,0,low,0,3,31189.0,1
Double,110,12,1,1,mid,0,2,29607.0,0
Double,21,4,1,0,low,3,4,7882.0,0
Double,102,9,2,1,low,0,0,22021.0,0
Single,47,9,4,1,mid,0,3,18953.0,0
Deluxe,116,1,4,0,low,1,2,4331.0,0
Deluxe,15,13,2,0,low,0,2,37435.0,0
Single,56,8,1,1,low,0,0,11263.0,1
Double,109,4,1,0,low,0,5,8063.0,1
Double,5,9,4,0,mid,0,5,26322.0,0
Single,32,10,2,1,low,1,5,14303.0,0
Deluxe,10,13,1,0,low,0,5,37223.0,0
Deluxe,38,1,4,0,low,0,3,4201.0,0
Deluxe,47,6,3,0,low,2,1,21985.0,1
Deluxe,74,3,2,0,low,0,0,10962.0,1
Suite,31,9,2,0,low,1,3,50850.0,0
Suite,19,8,1,0,low,0,5,41778.0,1
Deluxe,20,7,4,1,low,0,2,33070.0,1
Suite,113,14,4,0,high,0,5,150638.0,0
Double,115,8,1,1,low,1,0,18709.0,1
Suite,26,6,3,0,low,3,1,38065.0,1
Suite,23,1,1,1,mid,0,3,7752.0,1
Deluxe,6,5,2,0,low,0,2,17024.0,0
Suite,116,13,3,1,high,0,4,150637.0,1
Deluxe,85,7,1,0,low,0,2,21449.0,1
Deluxe,92,13,3,1,mid,0,4,63742.0,0
Double,35,8,1,1,high,2,1,29796.0,0
Suite,77,8,3,0,low,1,0,54529.0,0
Deluxe,7,7,2,1,low,0,3,29263.0,1
Suite,81,8,1,0,mid,0,3,53493.0,1
Double,70,1,4,0,high,0,3,3878.0,0
Suite,40,1,2,0,low,0,0,6622.0,0
Single,85,7,4,1,mid,0,2,14156.0,0
Single,78,9,4,1,low,2,0,14773.0,1
Deluxe,53,8,1,1,mid,0,4,36555.0,0
Deluxe,22,7,3,1,low,0,0,29618.0,0
Suite,2,5,2,1,mid,0,5,44689.0,0
Double,113,10,3,1,low,0,0,27246.0,0
Deluxe,34,9,3,1,mid,3,3,43287.0,1
Deluxe,36,1,2,0,low,1,2,3566.0,0
Suite,82,7,3,1,mid,2,0,57981.0,1
Deluxe,30,10,2,0,mid,2,2,37700.0,0
Double,45,11,4,0,high,0,0,39910.0,0
Suite,86,5,4,1,high,1,4,66692.0,1
Single,72,13,1,0,mid,1,5,16286.0,0
Suite,79,10,3,0,mid,0,1,67028.0,1
Single,0,7,4,1,low,0,2,13359.0,0
Double,54,9,1,1,high,1,0,31118.0,0
Suite,57,13,3,0,mid,2,2,92817.0,0
Deluxe,76,4,4,0,mid,0,5,20479.0,0
Suite,18,3,1,0,mid,2,3,20654.0,0
Deluxe,19,7,3,0,high,3,5,44328.0,1
Deluxe,92,2,4,0,high,3,4,13213.0,0
Double,81,12,2,1,high,0,0,47022.0,0
Single,98,14,1,0,mid,0,0,17770.0,0
Single,32,9,2,1,low,1,2,13182.0,0
Double,120,14,2,0,high,0,5,42325.0,0
Single,33,1,3,1,mid,0,1,1920.0,1
Deluxe,78,9,2,1,mid,1,0,40673.0,1
Suite,19,7,2,0,mid,0,5,46440.0,0
Suite,111,4,4,1,mid,0,1,39039.0,0
Double,40,5,3,0,mid,3,2,13709.0,1
Suite,97,8,4,1,mid,0,4,75137.0,0
Suite,40,9,3,1,high,3,0,97527.0,1
Suite,95,3,4,1,high,0,1,41009.0,1
Double,54,9,1,1,mid,0,4,25826.0,1
Double,7,13,4,1,low,0,0,37243.0,1
Suite,23,1,4,0,mid,0,4,9506.0,0
Single,82,13,1,0,mid,0,3,17196.0,0
Double,23,9,2,1,mid,2,1,25256.0,0
Single,33,5,2,1,high,3,3,12367.0,1
Suite,65,11,2,0,low,0,1,62860.0,0
Deluxe,30,9,4,1,low,0,5,36651.0,0
Single,15,11,3,0,high,1,2,24208.0,1
Single,75,2,1,0,high,0,4,3963.0,0
Deluxe,83,1,3,1,mid,0,1,4945.0,0
Deluxe,88,9,4,1,low,0,5,39125.0,0
Suite,114,5,2,1,mid,0,1,41290.0,0
Double,15,4,4,1,mid,0,3,13840.0,0
Suite,51,6,3,0,mid,0,4,46339.0,1
Double,28,11,4,1,low,1,5,32053.0,1
Suite,109,3,4,0,low,0,4,20294.0,1
Single,65,14,1,1,mid,0,4,20851.0,0
Single,11,6,4,1,mid,0,4,11656.0,1
Single,83,3,1,0,mid,0,2,4687.0,0
Double,5,1,4,1,low,2,4,2945.0,0
Suite,33,13,4,0,low,1,3,82953.0,0
Single,87,2,2,1,low,2,3,3300.0,1
Double,61,6,1,0,high,0,1,20512.0,1
Single,92,10,2,0,low,0,2,13453.0,1
Suite,69,8,2,1,mid,0,0,59369.0,1
Deluxe,102,4,3,1,mid,0,4,21204.0,1
Suite,68,2,1,0,high,0,0,18964.0,0
Deluxe,6,10,1,1,low,0,0,35490.0,0
Deluxe,8,7,2,1,mid,0,1,32798.0,0
Suite,94,1,4,1,high,0,0,14342.0,1
Single,4,3,2,1,low,0,4,4897.0,0
Suite,45,8,2,0,mid,0,0,58769.0,0
Deluxe,1,3,1,1,low,0,2,12776.0,0
Deluxe,36,6,2,1,high,4,4,42569.0,1
Double,72,2,2,1,mid,0,3,6025.0,0
Suite,20,12,2,1,low,0,3,72547.0,1
Double,56,9,2,1,high,0,2,34247.0,0
Single,120,11,2,1,mid,0,2,18497.0,1
Suite,8,1,3,1,mid,1,4,9946.0,0
Single,7,6,2,1,low,0,2,8796.0,0
Single,32,4,4,1,low,5,4,7228.0,1
Deluxe,100,9,3,1,mid,2,4,40919.0,0
Single,49,12,3,0,mid,0,1,19588.0,0
Suite,77,4,3,0,high,3,0,42678.0,1
Double,4,11,4,1,low,1,2,29579.0,0
Single,88,9,2,0,mid,5,2,14843.0,1
Suite,8,12,4,1,low,0,0,95464.0,0
Deluxe,86,2,1,1,mid,5,4,8634.0,1
Double,17,14,1,0,low,0,3,25741.0,0
Deluxe,103,7,4,0,low,0,3,31537.0,0
Deluxe,35,4,4,0,low,3,4,17977.0,1
Single,22,3,1,0,mid,0,2,4614.0,0
Suite,40,14,3,1,low,0,3,87748.0,1
Double,0,13,3,1,high,0,1,60430.0,0
Deluxe,19,2,1,0,low,0,4,6518.0,0
Suite,72,7,3,0,mid,0,5,56965.0,0
Deluxe,36,11,3,0,mid,0,5,44276.0,1
Deluxe,42,9,3,1,low,0,2,38473.0,0
Double,97,3,3,1,low,2,0,8067.0,1
Single,14,6,4,0,low,0,5,8848.0,0
Double,47,6,1,1,mid,2,3,16897.0,1
Suite,22,5,3,0,high,0,4,49148.0,0
Deluxe,58,14,2,1,low,1,1,57535.0,1
Double,40,3,4,0,mid,1,5,8646.0,0
Suite,5,10,2,1,mid,3,5,74831.0,1
Suite,8,13,4,1,mid,0,0,117763.0,0
Suite,103,12,3,0,mid,0,3,92324.0,1
Double,6,12,1,1,high,3,2,40781.0,1
Deluxe,94,3,4,1,mid,1,3,15871.0,1
Deluxe,110,2,1,0,high,0,1,10199.0,1
Double,56,11,2,0,low,1,0,21550.0,1
Double,37,11,2,0,high,1,1,36642.0,0
Single,93,11,3,1,high,0,3,26650.0,0
Double,118,6,2,0,high,1,1,21219.0,1
Deluxe,14,8,3,0,low,2,2,29879.0,1
Suite,116,1,3,1,high,0,2,13126.0,1
Suite,114,5,1,1,low,0,4,32171.0,0
Single,17,8,1,1,mid,0,2,12360.0,0
Deluxe,6,2,2,0,low,0,0,7327.0,0
Single,86,2,1,1,mid,0,3,3406.0,0
Deluxe,9,1,4,0,mid,1,1,5023.0,1
Double,72,3,2,0,low,0,1,6507.0,0
Double,7,14,2,1,low,2,4,33178.0,0
Deluxe,83,10,3,1,low,1,1,38842.0,0
Double,28,14,4,1,mid,2,0,42466.0,0
Suite,11,4,3,0,high,0,2,44934.0,0
Deluxe,8,9,3,1,mid,0,2,41683.0,0
Suite,22,13,4,0,high,1,4,141093.0,0
Deluxe,65,5,4,0,high,0,4,29876.0,1
Double,9,10,1,0,low,0,0,17805.0,0
Suite,97,10,1,1,mid,0,4,67783.0,0
Double,73,12,2,0,mid,0,4,29004.0,0
Deluxe,35,14,4,1,low,1,1,61208.0,1
Single,119,9,4,0,mid,0,2,16396.0,0
Single,79,9,3,1,mid,0,4,17573.0,0
Deluxe,81,13,3,1,mid,0,3,63677.0,0
Single,21,10,1,1,mid,0,2,15045.0,0
Suite,86,6,3,0,low,0,4,37688.0,1
Suite,67,9,1,0,high,2,3,81328.0,1
Deluxe,119,8,3,1,low,2,3,36143.0,1
Deluxe,57,4,1,0,high,4,0,19872.0,1
Deluxe,82,8,1,1,low,0,3,30973.0,0
Single,41,9,4,0,mid,0,1,13922.0,1
Double,4,13,4,1,mid,0,5,41579.0,0
Double,15,9,3,0,low,1,1,20304.0,0
Suite,104,3,3,0,low,1,0,20085.0,1
Single,89,14,1,0,low,1,2,15554.0,0
Double,44,9,3,1,mid,0,2,26435.0,0
Double,84,5,3,1,high,0,2,22093.0,0
Single,0,11,3,0,low,4,5,16155.0,0
Single,4,6,2,0,mid,0,1,9666.0,0
Double,61,6,2,0,high,2,5,22429.0,0
Single,75,12,4,1,mid,1,0,22989.0,0
Single,113,13,2,0,high,0,3,23995.0,1
Double,91,8,4,0,mid,3,0,21752.0,1
Single,31,6,4,1,mid,2,1,13228.0,1
Deluxe,98,13,4,1,low,1,0,59821.0,1
Single,59,3,3,1,low,0,1,5222.0,0
Double,99,11,1,1,mid,0,2,28548.0,1
Double,21,9,1,1,high,1,5,33447.0,0
Suite,3,12,3,1,low,0,4,90299.0,0
Deluxe,6,6,2,1,high,0,4,37048.0,0
Suite,119,12,1,1,low,0,2,73187.0,0
Double,9,1,4,1,mid,0,1,3368.0,0
Double,113,11,4,0,high,1,1,41164.0,0
Double,87,1,2,1,high,0,0,4515.0,1
Suite,17,9,3,1,mid,0,3,81488.0,0
Suite,104,3,2,1,low,0,4,21873.0,1
Suite,17,14,2,1,low,0,3,77888.0,0
Suite,17,11,3,0,low,0,3,66089.0,1
Deluxe,69,2,2,0,high,0,2,11606.0,1
Deluxe,34,13,4,1,low,0,5,54867.0,0
Suite,35,4,1,1,mid,0,5,31285.0,0
Double,23,8,3,1,low,1,2,21346.0,0
Double,73,2,4,1,mid,0,4,6870.0,0
Suite,3,2,4,1,low,0,2,16793.0,0
Double,29,4,1,0,mid,0,0,9628.0,1
Single,66,8,1,0,mid,1,1,10768.0,0
Deluxe,58,8,3,1,high,0,5,58542.0,0
Double,84,12,4,0,high,0,2,43631.0,0
Suite,26,3,4,0,mid,1,5,22643.0,0
Suite,78,11,4,1,low,1,1,91488.0,1
Double,91,1,1,1,high,0,2,3717.0,1
Deluxe,46,5,3,0,high,1,0,31420.0,0
Suite,31,3,3,0,high,1,4,31131.0,0
Deluxe,67,2,3,0,mid,0,1,9449.0,0
Single,70,9,4,0,low,3,0,13059.0,0
Deluxe,11,13,1,1,high,0,1,74596.0,0
Deluxe,68,10,2,0,low,1,3,33058.0,1
Deluxe,18,12,2,1,low,2,4,43622.0,0
Single,68,9,4,0,low,5,5,13259.0,1
Double,112,1,1,1,mid,0,1,2820.0,1
Suite,64,5,2,0,low,1,3,27870.0,0
Single,92,12,1,1,mid,0,2,17869.0,1
Double,37,1,1,1,mid,0,4,3287.0,0
Double,111,2,4,0,mid,2,4,5579.0,1
Single,98,12,4,0,low,0,0,17089.0,0
Single,110,1,2,0,high,2,0,2160.0,1
Double,89,14,3,0,mid,0,3,38565.0,0
Suite,78,11,3,1,mid,0,3,87311.0,1
Single,63,10,4,1,mid,0,5,19563.0,0
Double,112,8,2,0,low,0,5,17661.0,1
Single,102,2,4,0,mid,0,0,3650.0,1
Deluxe,50,6,2,1,low,0,3,23146.0,0
Double,10,12,3,1,high,5,2,48031.0,1
Suite,0,13,2,1,low,1,2,91555.0,0
Deluxe,28,7,3,1,high,1,0,46660.0,1
Suite,7,12,2,1,mid,0,5,97173.0,0
Deluxe,25,11,4,1,low,0,0,48966.0,0
Double,13,1,3,1,mid,1,5,3427.0,0
Suite,118,9,2,0,low,0,5,54086.0,1
Double,11,9,4,1,high,0,4,41762.0,0
Suite,75,8,3,0,high,3,0,86876.0,1
Suite,42,11,2,1,mid,0,2,84837.0,0
Deluxe,21,13,1,1,mid,3,0,54780.0,1
Deluxe,84,8,4,0,high,0,3,46590.0,0
Double,117,5,4,0,mid,0,5,13204.0,1
Suite,95,14,3,0,mid,0,3,107933.0,0
Deluxe,118,14,4,1,low,3,0,58069.0,1
Suite,71,10,3,0,low,1,1,63601.0,0
Double,81,9,1,0,mid,1,1,19432.0,1
Suite,17,2,1,1,mid,0,2,14926.0,0
Double,103,6,1,1,high,2,2,21334.0,1
Single,90,3,1,0,mid,0,4,4552.0,1
Single,30,8,3,0,mid,0,1,12611.0,0
Deluxe,42,12,4,1,mid,1,1,59896.0,0
Double,73,4,1,1,high,1,1,14499.0,1
Single,1,14,3,1,mid,1,5,28372.0,0
Double,98,2,1,0,high,0,1,6973.0,0
Deluxe,33,2,2,0,low,2,5,7095.0,1
Double,9,14,4,0,mid,0,3,39050.0,0
Suite,40,2,4,1,high,5,1,26355.0,0
Suite,101,11,4,0,high,0,3,114050.0,1
Deluxe,33,11,2,0,low,0,0,36262.0,1
Suite,65,5,4,0,mid,0,5,43004.0,1
Double,98,1,4,0,low,0,5,2517.0,0
Single,4,5,2,1,low,0,1,7792.0,0
Single,91,1,2,0,high,2,1,2460.0,1
Suite,34,10,1,1,high,1,2,99800.0,0
Suite,84,13,4,0,low,0,4,84555.0,1
Deluxe,22,14,1,0,high,0,3,65495.0,1
Single,16,12,2,1,mid,1,0,20373.0,1
Double,95,11,2,1,high,2,0,38157.0,1
Single,97,13,1,1,high,0,1,28907.0,1
Single,118,11,4,0,high,3,4,26078.0,1
Single,81,10,3,1,high,0,1,23790.0,0
Deluxe,56,14,1,0,high,1,5,65876.0,1
Single,23,5,1,1,mid,1,1,8049.0,0
Suite,35,6,1,0,low,0,5,34422.0,0
Double,78,13,4,1,low,0,5,34772.0,0
Double,41,5,2,0,high,1,4,17696.0,0
Deluxe,58,5,3,1,low,0,1,20652.0,0
Suite,20,3,1,0,high,0,0,27114.0,0
Double,53,4,1,1,low,0,1,10025.0,0
Single,28,9,3,1,high,1,3,21770.0,1
Single,13,13,1,0,mid,0,4,14892.0,0
Suite,15,2,3,0,high,0,5,21541.0,0
Single,62,10,4,1,high,4,5,29446.0,1
Deluxe,44,11,2,1,mid,1,1,51271.0,1
Double,12,13,3,1,mid,0,2,37038.0,0
Suite,62,11,4,1,low,0,4,83786.0,0
Single,19,3,4,0,high,0,4,7633.0,1
Suite,1,7,1,0,high,0,1,62393.0,0
Deluxe,16,14,1,0,low,0,0,39639.0,1
Double,54,13,4,0,low,0,0,30745.0,0
Single,115,9,4,0,mid,0,4,16629.0,0
Suite,29,14,2,1,low,1,2,88032.0,1
Double,34,10,3,0,high,0,4,38418.0,0
Double,29,1,3,0,low,0,4,2372.0,0
Double,42,13,3,1,high,2,5,42787.0,1
Single,86,3,4,1,high,0,2,8805.0,0
Double,38,6,2,0,high,1,3,21338.0,0
Single,79,4,4,1,mid,0,1,8605.0,1
Single,108,11,1,1,low,0,5,15022.0,0
Double,114,1,1,1,high,0,5,3918.0,1
Single,68,9,4,1,mid,0,2,17482.0,1
Double,86,13,1,1,high,2,2,43912.0,1
Suite,111,12,4,0,low,0,4,76983.0,1
Single,95,5,2,1,low,0,2,7449.0,0
Single,36,13,2,1,high,0,4,26167.0,0
Single,15,6,1,1,high,0,0,12468.0,1
Deluxe,13,10,4,1,low,0,1,43760.0,0
Double,106,8,2,1,mid,0,4,20513.0,1
Double,67,1,1,1,low,0,5,2198.0,0
Single,35,1,2,0,mid,1,0,1593.0,1
Double,41,3,1,0,low,2,4,6207.0,0
Double,34,14,4,0,low,0,0,31591.0,1
Double,97,14,1,1,low,2,5,26223.0,1
Deluxe,74,6,2,1,low,0,1,25938.0,0
Suite,106,14,2,0,mid,0,2,85468.0,1
Double,36,1,1,0,low,1,4,2038.0,0
Suite,57,14,1,0,mid,1,5,79881.0,0
Deluxe,14,4,3,0,mid,0,2,19173.0,0
Double,117,1,2,0,mid,5,1,2757.0,1
Single,61,11,1,0,mid,3,5,14499.0,0
Double,66,6,1,0,low,0,5,11783.0,0
Deluxe,50,5,4,1,low,0,3,23481.0,1
Single,32,11,3,1,high,1,0,25077.0,0
Suite,114,5,3,1,high,3,5,61662.0,1
Double,59,11,4,0,high,0,3,40295.0,0
Suite,81,3,1,1,high,0,3,32781.0,0
Deluxe,4,2,3,1,mid,1,0,10822.0,1
Double,33,5,4,1,high,0,5,22416.0,0
Single,97,9,1,0,mid,1,4,11145.0,1
Deluxe,10,4,3,1,high,0,1,27605.0,0
Double,12,3,4,1,high,1,2,13124.0,0
Single,97,11,3,1,high,0,2,26849.0,0
Suite,37,7,1,0,mid,0,5,45469.0,0
Double,33,7,3,1,low,1,2,18104.0,0
Single,68,4,4,1,low,0,5,6597.0,0
Double,23,1,1,0,low,0,4,2251.0,0
Double,5,1,3,1,high,0,2,4400.0,1
Suite,0,10,3,1,mid,2,2,104472.0,0
Deluxe,9,2,2,0,low,0,4,7283.0,0
Single,19,4,1,1,mid,1,2,6811.0,0
Single,84,13,1,1,low,0,4,16807.0,1
Deluxe,36,5,4,0,mid,2,0,24215.0,1
Single,8,11,4,0,low,0,2,16507.0,0
Double,1,5,2,1,mid,0,3,17300.0,0
Single,57,14,4,1,mid,0,2,23752.0,0
Single,101,12,4,0,mid,0,5,20715.0,0
Suite,40,7,3,1,high,2,1,85011.0,0
Single,7,10,3,0,low,1,5,13483.0,0
Single,27,6,4,0,mid,1,0,11510.0,1
Suite,60,14,3,1,low,1,2,105149.0,0
Single,22,6,4,0,mid,2,3,11082.0,0
Suite,118,12,4,1,mid,5,1,103711.0,1
Single,92,9,1,0,mid,1,3,11679.0,1
Single,41,10,3,1,high,0,5,25510.0,0
Single,115,5,3,1,low,0,2,8719.0,1
Deluxe,39,12,4,0,high,0,3,64259.0,0
Deluxe,16,11,2,1,low,1,5,44076.0,1
Double,113,12,4,0,mid,0,5,32686.0,0
Single,116,12,2,0,high,0,0,21245.0,1
Single,37,3,2,0,mid,1,4,4875.0,0
Deluxe,71,13,1,0,high,0,5,64585.0,1
Single,20,12,2,0,high,0,5,22947.0,0
Deluxe,77,4,4,0,low,2,4,15493.0,0
Deluxe,83,14,3,1,high,0,0,95251.0,1
Suite,85,8,3,1,high,0,4,90655.0,0
Double,68,5,4,1,mid,0,5,18104.0,1
Single,85,4,2,0,low,0,3,4939.0,0
Double,67,6,3,0,low,0,0,14343.0,0
Suite,99,1,2,0,high,0,1,10404.0,0
Deluxe,21,10,4,1,high,1,1,73134.0,0
Deluxe,58,10,2,1,high,1,5,65588.0,1
Double,50,10,4,0,low,0,0,23003.0,0
Single,64,8,3,0,low,0,4,11290.0,0
Suite,17,6,4,0,mid,0,1,46095.0,1
Suite,39,11,4,1,low,0,4,78211.0,0
Suite,115,13,4,0,low,0,0,81964.0,1
Suite,12,2,2,0,low,0,1,12984.0,1
Double,76,6,3,1,low,0,0,17513.0,0
Double,80,14,2,0,low,2,3,30551.0,1
Single,57,13,1,1,high,0,4,26168.0,1
Suite,4,14,3,1,low,5,2,98153.0,1
Deluxe,4,3,2,1,mid,0,3,15295.0,0
Double,33,7,2,0,mid,1,3,18446.0,1
Suite,12,2,1,1,high,0,2,21335.0,0
Deluxe,11,13,3,0,high,1,4,71933.0,1
Suite,19,8,3,1,mid,2,1,69092.0,1
Suite,23,4,1,1,mid,0,1,30909.0,0
Single,101,2,3,1,mid,0,1,3894.0,0
Double,77,11,1,1,mid,3,1,28292.0,1
Deluxe,3,12,1,1,mid,3,0,48131.0,0
Suite,76,13,2,1,mid,5,0,93813.0,1
Single,16,14,2,0,mid,0,0,20583.0,0
Double,50,12,4,0,low,0,0,28868.0,1
Deluxe,4,12,1,0,low,0,3,39719.0,0
Suite,10,12,2,0,low,1,1,69898.0,0
Single,16,14,3,1,mid,0,3,23864.0,0
Deluxe,52,7,1,0,mid,0,0,25496.0,1
Double,56,11,4,0,mid,0,4,30763.0,0
Single,42,12,3,1,low,0,2,18667.0,0
Deluxe,75,2,4,0,low,1,2,8246.0,1
Double,87,10,4,1,low,0,4,25548.0,0
Deluxe,88,5,1,1,mid,2,5,21264.0,1
Double,70,2,2,1,low,0,4,5230.0,1
Suite,66,3,3,1,low,0,2,24199.0,1
Single,59,2,1,1,low,0,2,2687.0,0
Suite,28,13,2,0,mid,0,2,87633.0,0
Single,58,11,3,0,low,0,0,14804.0,0
Deluxe,1,2,4,0,mid,2,2,10559.0,0
Double,116,9,2,1,mid,0,4,24955.0,0
Double,44,10,4,1,high,0,1,42184.0,0
Single,91,8,3,0,mid,1,2,13037.0,1
Deluxe,115,9,1,0,low,0,0,29738.0,0
Single,60,13,2,0,low,0,1,16696.0,0
Deluxe,104,8,4,0,high,0,0,47019.0,1
Deluxe,57,10,1,1,low,0,2,35248.0,0
Suite,16,8,1,0,high,0,1,62597.0,0
Deluxe,3,6,2,1,mid,0,5,28472.0,0
Double,16,13,4,0,low,0,3,31045.0,0
Deluxe,114,6,3,0,low,0,2,24247.0,1
Suite,57,12,1,1,high,1,3,105698.0,1
Double,38,9,2,0,high,1,5,28539.0,1
Single,53,10,4,0,high,0,1,23015.0,0
Suite,30,11,1,1,low,0,1,62259.0,0
Single,105,11,3,0,high,1,3,23455.0,1
Deluxe,120,8,2,0,low,0,0,28171.0,1
Single,10,9,4,0,low,2,3,12252.0,1
Single,86,8,4,1,mid,0,0,16020.0,0
Suite,40,5,4,1,high,0,5,60763.0,0
Single,5,11,1,1,mid,0,4,18252.0,1
Deluxe,111,13,2,0,mid,1,0,49931.0,1
Deluxe,7,10,3,0,low,0,3,34742.0,0
Single,24,11,2,0,mid,0,1,15045.0,0
Single,3,12,3,0,low,0,3,16103.0,0
Suite,57,6,3,1,high,1,3,76735.0,1
Deluxe,72,1,2,0,low,0,5,3530.0,1
Single,38,5,1,1,mid,1,1,8098.0,1
Suite,8,11,4,1,low,0,3,80840.0,0
Double,14,12,4,1,mid,0,5,41035.0,0
Single,112,8,4,0,low,0,0,10640.0,0
Suite,97,11,2,0,mid,5,1,79655.0,1
Single,113,2,2,1,mid,0,4,3619.0,1
Deluxe,64,10,2,1,mid,0,0,45047.0,0
Suite,66,10,1,0,high,2,1,84530.0,0
Deluxe,95,8,1,0,low,0,5,25599.0,1
Deluxe,74,11,2,1,mid,0,3,47389.0,0
Double,52,7,4,1,high,0,0,33344.0,0
Single,35,8,1,0,low,1,5,10007.0,1
Deluxe,58,9,3,1,high,0,3,56713.0,0
Suite,7,12,3,0,high,2,2,120981.0,1
Single,23,4,2,1,high,1,5,9584.0,1
Suite,89,5,4,1,mid,0,1,48037.0,0
Double,105,6,1,0,mid,0,2,15337.0,0
Deluxe,12,3,4,1,mid,1,3,16205.0,1
Single,11,5,3,0,mid,2,1,8739.0,0
Deluxe,10,5,2,0,high,2,0,28633.0,1
Single,95,5,4,1,low,0,0,8642.0,0
Double,37,6,2,0,high,1,1,21158.0,1
Deluxe,39,8,4,1,mid,1,0,42965.0,1
Single,1,10,1,1,low,3,3,13827.0,0
Double,117,5,1,1,mid,0,5,13381.0,0
Deluxe,52,12,3,0,high,1,1,63403.0,1
Single,96,7,4,0,mid,1,0,12070.0,0
Double,85,11,1,0,high,2,0,35660.0,1
Double,17,2,4,1,low,1,0,6174.0,0
